Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
539997,Kwality Pharmaceuticals Limited,KPL,Kwality Pharmaceuticals Ltd,Active,M ,10.00,INE552U01010,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
540005,Larsen & Toubro Infotech Limited,LTI,Larsen & Toubro Infotech Ltd,Active,A ,1.00,INE214T01019,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
540006,EAST WEST HOLDINGS LIMITED,EASTWEST,East West Holdings Ltd,Active,X ,2.00,INE595R01023,Transportation - Logistics,Equity,Industrials,Transportation,Transport Services,Logistics,
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,BIRLA SUN LIFE SENSEX ETF,Active,A ,1.00,INF209KB10E8,-,Equity,-,-,-,-,
540023,COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS,Colorchips New Media Ltd,Active,XT,10.00,INE621I01026,Broadcasting & Cable TV,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Broadcasting & Cable TV,
540025,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A ,2.00,INE837H01020,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
540026,Ladam Affortable Housing Limited,LAHL,Ladam Affordable Housing Ltd,Active,XT,5.00,INE213U01019,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
540027,PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL,Prabhat Technologies (India) Ltd,Active,B ,10.00,INE171P01019,Specialty Retail,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Specialty Retail,
540047,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,Active,A ,10.00,INE917M01012,Roads & Highways,Equity,Industrials,Transportation,Transport Infrastructure,Roads & Highways,
540048,S.P. Apparels Limited,SPAL,S.P. Apparels Ltd,Active,B ,10.00,INE212I01016,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
540061,Bigbloc Construction Limited,BIGBLOC,Bigbloc Construction Ltd,Active,B ,2.00,INE412U01025,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
540062,Golden Crest Education & Services Limited,GOLDENCREST,Golden Crest Education & Services Ltd,Active,X ,10.00,INE222U01010,Education,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Education,
540063,ECS Biztech Limited,ECS,ECS Biztech Ltd,Active,XT,10.00,INE925Q01024,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
540064,Future Retail Ltd.,FRETAIL,Future Retail Ltd,Active,A ,2.00,INE752P01024,Department Stores,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Department Stores,
540065,RBL Bank Limited,RBLBANK,RBL Bank Ltd,Active,A ,10.00,INE976G01028,Banks,Equity,Finance,Banks,Banks,Banks,
540066,AMS POLYMERS LIMITED,AMS,AMS Polymers Ltd,Active,XT,10.00,INE345U01019,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
540072,Shiva Granito Export Limited,SHIVAEXPO,Shiva Granito Export Ltd,Active,M ,10.00,INE191V01015,Construction Materials,Equity,Basic Materials,Construction Materials,Other Construction Materials,Other Construction Materials,
540073,BLS International Services Ltd,BLS,BLS International Services Ltd,Active,B ,1.00,INE153T01027,Travel Support Services,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Travel Support Services,
540078,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,Active,B ,10.00,INE317V01016,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
540079,Sprayking Agro Equipment Limited,SPRAYKING,Sprayking Agro Equipment Ltd,Active,M ,10.00,INE537U01011,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products,
540080,Narayani Steels Limited,NARAYANI,Narayani Steels Ltd,Active,B ,10.00,INE715T01015,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
540081,Sab Events & Governance Now Media Limited,GOVNOW,SAB Events & Governance Now Media Ltd,Active,T ,10.00,INE860T01019,Publishing,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Publishing,
540082,Riddhi Steel and Tube Limited,RSTL,Riddhi Steel and Tube Ltd,Active,M ,10.00,INE367U01013,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
540083,TV VISION LIMITED,TVVISION,TV Vision Ltd,Active,T ,10.00,INE871L01013,Broadcasting & Cable TV,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Broadcasting & Cable TV,
540084,Spicy Entertainment and Media Limited,SPICY,Spicy Entertainment and Media Ltd,Active,MT,10.00,INE592O01019,Movies & Entertainment,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Movies & Entertainment,
540097,Visco Trade Associates Ltd,VISCO,Visco Trade Associates Ltd,Active,XT,10.00,INE890S01018,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
540108,TIAAN CONSUMER LIMITED,TIAANC,Tiaan Consumer Ltd,Active,X ,10.00,INE864T01011,Personal Products,Equity,FMCG (Fast Moving Consumer Goods),Household & Personal Products,Personal Products,Personal Products,
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A ,2.00,INE010V01017,Internet Software & Services,Equity,Information Technology,Software & Services,Internet Software & Services,Internet Software & Services,
540124,G N A Axles Limited,GNA,G N A Axles Ltd,Active,B ,10.00,INE934S01014,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
540125,Radhika Jeweltech Limited,RADHIKAJWE,Radhika Jeweltech Ltd,Active,B ,10.00,INE583V01013,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
540132,Sabrimala Industries India Limited,SIIL,Sabrimala Industries India Ltd,Active,XT,10.00,INE400R01018,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10.00,INE726G01019,Life Insurance,Equity,Finance,Insurance,Insurance,Life Insurance,
540134,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Ishaan Infrastructures and Shelters Ltd,Active,XT,10.00,INE818R01011,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
540135,ARC Finance Limited,ARCFIN,ARC Finance Ltd,Active,XT,10.00,INE202R01018,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
540136,HPL Electric & Power Limited,HPL,HPL Electric & Power Ltd,Active,B ,10.00,INE495S01016,Consumer Electronics,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Consumer Electronics,
540143,Sagarsoft (India) Limited,SAGARSOFT,Sagarsoft (India) Ltd,Active,X ,10.00,INE184B01012,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
540144,DRA CONSULTANTS LIMITED,DRA,DRA Consultants Ltd,Active,M ,10.00,INE746V01016,Consulting Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Consulting Services,
540145,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,Active,A ,10.00,INE565V01010,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
540146,ADITYA CONSUMER MARKETING LIMITED,ACML,Aditya Consumer Marketing Ltd,Active,M ,10.00,INE427V01013,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
540147,Shashijit Infraprojects Limited,SHASHIJIT,Shashijit Infraprojects Ltd,Active,T ,10.00,INE700V01013,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
540148,Bindal Exports Limited,BINDALEXPO,Bindal Exports Ltd,Active,M ,10.00,INE564V01013,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
540150,Mewar Hi-Tech Engineering Limited,MHEL,Mewar Hi-Tech Engineering Ltd,Active,M ,10.00,INE957U01011,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
540151,Diksat Transworld Limited,DIKSAT,Diksat Transworld Ltd,Active,M ,10.00,INE942P01013,Movies & Entertainment,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Movies & Entertainment,
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A ,10.00,INE913H01037,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
540154,IDFC Mutual Fund,IDFSENSEXE,IDFC SENSEX ETF,Active,A ,10.00,INF194KA1T91,-,Equity,-,-,-,-,
540159,Purple Entertainment Limited,PURPLE,Purple Entertainment Ltd,Active,X ,10.00,INE905R01016,Movies & Entertainment,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Movies & Entertainment,
540168,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,SUPRAP,Supra Pacific Management Consultancy Ltd,Active,X ,10.00,INE268T01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
540173,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,Active,A ,10.00,INE572E01012,Housing Finance ,Equity,Finance,Other Financial Services,Other Financial Services,Housing Finance Companies,
540174,Southern Infosys Limited,SOUTHERNIN,Southern Infosys Ltd,Active,XT,10.00,INE298B01010,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
540175,REGENCY FINCORP LIMITED,REGENCY,Regency Fincorp Ltd,Active,X ,10.00,INE964R01013,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,Active,A ,10.00,INE200M01013,Non-alcoholic Beverages,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Beverages,Non-alcoholic Beverages,
540181,Salem Erode Investments Ltd.,SALEM,Salem Erode Investments Ltd,Active,XT,1.00,INE894E01028,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
540190,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,Active,X ,10.00,INE789R01014,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
540192,LKP Securities Limited,LKPSEC,LKP Securities Ltd,Active,X ,2.00,INE341H01023,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
540198,OSIAJEE TEXFAB LIMITED,OSIAJEE,Osiajee Texfab Ltd,Active,X ,10.00,INE186R01013,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
540199,Corporate Merchant Bankers Limited,CMBL,Corporate Merchant Bankers Ltd,Active,XT,10.00,INE850R01014,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
540203,Sheela Foam Limited,SFL,Sheela Foam Ltd,Active,A ,5.00,INE916U01025,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints",
540204,EIKO LIFESCIENCES LIMITED,EIKO,Eiko Lifesciences Ltd,Active,XT,10.00,INE666Q01016,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
540205,Aditya Vision Limited,AVL,Aditya Vision Ltd,Active,B ,10.00,INE679V01019,Specialty Retail,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Specialty Retail,
540210,The Mandhana Retail Ventures Limited,TMRVL,The Mandhana Retail Ventures Ltd,Active,B ,10.00,INE759V01019,Specialty Retail,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Specialty Retail,
540212,TCI Express Limited,TCIEXP,TCI Express Ltd,Active,A ,2.00,INE586V01016,Transportation - Logistics,Equity,Industrials,Transportation,Transport Services,Logistics,
540221,Shashank Traders Limited,SHASHANK,Shashank Traders Ltd,Active,XT,10.00,INE508R01018,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Active,A ,2.00,INE947Q01028,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
540243,NEW LIGHT APPARELS LIMTED,NEWLIGHT,New Light Apparels Ltd,Active,X ,10.00,INE835U01019,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
540252,VEERAM SECURITIES LIMITED,VSL,Veeram Securities Ltd,Active,B ,10.00,INE607V01010,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
540254,MARG TECHNO PROJECTS LIMITED,MTPL,Marg Techno Projects Ltd,Active,XT,10.00,INE245H01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
540259,SHANGAR DECOR LIMITED,SHANGAR,Shangar Decor Ltd,Active,XT,5.00,INE118R01024,Sp.Consumer Services,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Specialized Consumer Services,
540266,Globe Commercials Limited,GLCL,Globe Commercials Ltd,Active,Z ,10.00,INE804Q01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
540268,Dhanvarsha Finvest Limited,DHANVARSHA,Dhanvarsha Finvest Ltd,Active,B ,2.00,INE615R01029,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
540269,SUPER FINE KNITTERS LIMITED,SKL,Super Fine Knitters Ltd,Active,M ,10.00,INE459U01018,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
540270,Raideep Industries Limited,RAIDEEPIND,Raideep Industries Ltd,Active,XT,10.00,INE923R01019,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
540293,Pricol Limited,PRICOLLTD,Pricol Ltd,Active,A ,1.00,INE726V01018,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
540310,Classic Filaments Limited,CFL,Classic Filaments Ltd,Active,XT,10.00,INE181U01018,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
540311,JITF INFRALOGISTICS LIMITED,JITFINFRA,JITF Infralogistics Ltd,Active,T ,2.00,INE863T01013,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies,
540318,Sueryaa Knitwear Limited,SUERYAAKNI,Sueryaa Knitwear Ltd,Active,XT,10.00,INE249U01013,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
540332,Tanvi Foods (India) Limited,TANVI,Tanvi Foods (India) Ltd,Active,M ,10.00,INE978V01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
540358,RMC SWITCHGEARS LIMITED,RMC,RMC Switchgears Ltd,Active,M ,10.00,INE655V01019,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products,
540359,Parmax Pharma Limited,PARMAX,Parmax Pharma Ltd,Active,XT,10.00,INE240T01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
540360,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,Leading Leasing Finance And Investment Company Ltd,Active,X ,10.00,INE715Q01011,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
540361,DANUBE INDUSTRIES LIMITED,DANUBE,Danube Industries Ltd,Active,X ,2.00,INE575D01041,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
